,sample
52180,FAM217A
52181,FAM217B
52182,OPN5
52183,OPN4
52184,OPN3
52185,RCC2P8
52186,CTD-2376I20.1
52187,RP11-556I13.2
52188,RP11-556I13.1
52189,TMEM30A
52190,RPL14P3
52191,TMEM30C
52192,RPL14P1
52193,RPL14P5
52194,RP11-513D5.5
52195,CTD-2062O1.1
52196,RP11-953B20.1
52197,AC090954.5
52198,RP11-953B20.2
52199,AC090954.2
52200,AC090954.1
52201,RP5-856G1.1
52202,YAP1P2
52203,RP11-108M9.2
52204,RP11-108M9.3
52205,AC104772.1
52206,LDOC1L
52207,RP11-108M9.6
52208,NDFIP1P1
52209,RP11-108M9.4
52210,RP11-108M9.5
52211,RNU4-22P
52212,RP11-528A4.3
52213,RP11-528A4.2
52214,RP11-347C12.11
52215,RP11-46H11.3
52216,MIR148A
52217,MIR148B
52218,AC024082.3
52219,PPIL1P1
52220,TMEM108-AS1
52221,RP11-128A17.2
52222,RP11-128A17.1
52223,HIVEP1
52224,HIVEP2
52225,HIVEP3
52226,KRT8P51
52227,KRT8P50
52228,RP11-46H11.2
52229,EOGT
52230,CH507-24F1.2
52231,RP3-364H10.1
52232,AL139239.1
52233,AP000679.2
52234,AL590431.1
52235,OOSP1
52236,OOSP2
52237,SLC9A9-AS1
52238,RNU6-593P
52239,RNU4ATAC8P
52240,STPG2
52241,STPG1
52242,AP001425.14
52243,ANKRD18DP
52244,AC092786.1
52245,PGRMC2
52246,PGRMC1
52247,RP11-134N8.2
52248,FOXCUT
52249,RP11-497K15.1
52250,KIAA1024
52251,RP11-423E7.1
52252,RP11-423E7.2
52253,RP11-74J13.8
52254,RP11-74J13.9
52255,AC110602.1
52256,RP11-249C24.10
52257,RP11-597D13.9
52258,RP11-597D13.8
52259,RP1-203C2.4
52260,RP1-203C2.2
52261,DNAJC19P9
52262,RP11-290F24.6
52263,RNU6-1300P
52264,SEPT10P1
52265,RP11-597D13.7
52266,NSUN5P2
52267,NSUN5P1
52268,AP006222.2
52269,RP11-217O12.1
52270,RP11-693N9.1
52271,RP11-693N9.2
52272,RP11-4O1.2
52273,OR4A43P
52274,AP000290.7
52275,RP11-560B16.5
52276,RP11-73O6.3
52277,AP000290.1
52278,RP11-173B14.4
52279,RP11-438D14.3
52280,RPL23AP71
52281,RN7SL737P
52282,RP11-320L11.2
52283,TARM1
52284,MTND2P32
52285,RPL23AP72
52286,MTND2P30
52287,MTND2P31
52288,RP13-685P2.7
52289,RP11-249C24.12
52290,RP11-266O15.4
52291,CMAS
52292,SAMD14
52293,SAMD15
52294,SAMD12
52295,SAMD13
52296,SAMD10
52297,SAMD11
52298,AC004623.2
52299,RP5-955M13.4
52300,RNU6-4P
52301,RP11-93B14.4
52302,AC011410.1
52303,RP11-93B14.6
52304,AC006262.4
52305,AC006262.5
52306,KRT8P31
52307,GRIFIN
52308,PCDH11X
52309,PCDH11Y
52310,IGF1R
52311,KCTD10P1
52312,RP11-467I17.1
52313,KRT8P36
52314,RP11-508N22.13
52315,RP11-474I16.8
52316,RP11-508N22.11
52317,RP11-508N22.10
52318,KRT8P34
52319,SEC14L1P1
52320,RP11-438O11.1
52321,TEX9
52322,CD3EAP
52323,RPS10P27
52324,TEX2
52325,ARHGAP17
52326,STARD8
52327,STARD9
52328,ARHGAP12
52329,ARHGAP10
52330,RP11-844G16.1
52331,STARD3
52332,STARD6
52333,STARD7
52334,ARHGAP18
52335,ARHGAP19
52336,IL7R
52337,PTRHD1
52338,ATF4P2
52339,RP11-844G16.3
52340,RNU6-739P
52341,OR51A1P
52342,AC015726.1
52343,RP11-567F11.2
52344,TDGF1P7
52345,TDGF1P6
52346,TDGF1P5
52347,TDGF1P4
52348,TDGF1P3
52349,TDGF1P2
52350,TDGF1P1
52351,UBA7
52352,KIF25-AS1
52353,IGKV3OR22-2
52354,RP11-161D15.2
52355,RNU7-159P
52356,FOXP1-AS1
52357,IFT74-AS1
52358,BCDIN3D
52359,RP11-96B5.3
52360,RP11-96B5.4
52361,RP11-798K23.4
52362,RP11-798K23.5
52363,RP11-798K23.1
52364,RP11-798K23.3
52365,AL645944.1
52366,HID1
52367,RNU6-59P
52368,RP11-329N22.1
52369,RP11-329N22.2
52370,RP11-552D4.1
52371,AC008103.3
52372,CTD-2249K22.1
52373,IGLV1-62
52374,RN7SL79P
52375,RING1
52376,TMEM191B
52377,CDY7P
52378,BACH1-IT1
52379,BACH1-IT2
52380,BACH1-IT3
52381,MIR4458HG
52382,RP11-274B21.1
52383,RNU6-328P
52384,RP3-431P23.2
52385,RP3-431P23.5
52386,AC004850.1
52387,AC004129.9
52388,AC004129.7
52389,FMR1NB
52390,RP4-802A10.1
52391,AC005863.2
52392,AC005863.1
52393,SEPT14P24
52394,ITPRIP
52395,XXbac-B33L19.4
52396,XXbac-B33L19.6
52397,DDTL
52398,RP11-104G3.7
52399,AC079987.2
52400,RP11-490O6.2
52401,SETX
52402,AC034187.5
52403,AC034187.4
52404,AC034187.1
52405,AC034187.3
52406,AC034187.2
52407,TMPPE
52408,CH17-408M7.1
52409,RP11-24H1.1
52410,RP11-696F10.1
52411,AC093074.1
52412,RP11-264J4.8
52413,GS1-594A7.3
52414,AL157904.1
52415,AL160279.1
52416,GS1-594A7.5
52417,TIMD4
52418,AL732325.1
52419,LL0YNC03-29C1.1
52420,C4orf47
52421,C4orf46
52422,C4orf45
52423,PBRM1
52424,C4orf48
52425,RNU6-764P
52426,AL031587.1
52427,NMNAT1P5
52428,NMNAT1P4
52429,NMNAT1P1
52430,NMNAT1P3
52431,NMNAT1P2
52432,AC006371.1
52433,C15orf59
52434,C15orf57
52435,C15orf56
52436,RP11-756P10.5
52437,C15orf54
52438,RP11-756P10.3
52439,C15orf52
52440,ERAL1
52441,DDX17
52442,ZNF124
52443,ZNF121
52444,DDX11
52445,ADIPOR1P1
52446,ADIPOR1P2
52447,ZNF736P6Y
52448,VN1R108P
52449,DDX18
52450,AC004108.1
52451,RP5-926E3.1
52452,AC007631.1
52453,VWCE
52454,CTD-2541J13.2
52455,AC026167.1
52456,OOSP1P1
52457,RP11-418H16.1
52458,ARFIP1
52459,VWC2
52460,CBWD1
52461,RP11-30P21.2
52462,RNU6-651P
52463,RP11-1072C15.1
52464,RP11-528I4.2
52465,TRIP10
52466,TRIP11
52467,TRIP12
52468,TRIP13
52469,CH507-42P11.8
52470,RP1-253B10.1
52471,MIR5699
52472,RP1-253B10.2
52473,RP11-302F12.7
52474,MIR5698
52475,RP11-381E24.4
52476,RP1-73A14.2
52477,TRBVB
52478,TRBVA
52479,NCLN
52480,IGKV2OR2-10
52481,CH507-42P11.5
52482,RP11-403I13.5
52483,DNAL4
52484,TUBBP8
52485,RP11-690G19.4
52486,DNAL1
52487,MIR4753
52488,ACAP2-IT1
52489,RP5-1170D6.1
52490,MIR4750
52491,MIR4757
52492,MIR4756
52493,MIR4755
52494,MIR4754
52495,MIR4759
52496,RP11-418I22.2
52497,OR2D2
52498,OR2D3
52499,KIF4B
52500,RP11-797D24.3
52501,RP11-467N20.8
52502,CTC-378H22.1
52503,AJ271736.1
52504,CH507-42P11.2
52505,CTD-2528L19.6
52506,CTD-2528L19.4
52507,RP11-369F10.2
52508,RP11-290K4.1
52509,RP11-51E20.1
52510,RP11-290K4.2
52511,RP13-188A5.1
52512,RP11-696P8.2
52513,CTC-378H22.2
52514,RP11-195O1.5
52515,FGFBP3
52516,FGFBP2
52517,FGFBP1
52518,GS1-259H13.11
52519,ARMC10
52520,ARMC12
52521,RP11-16C1.2
52522,RP11-539G18.1
52523,RP11-539G18.3
52524,RNU6-509P
52525,RP11-88E18.1
52526,UCKL1-AS1
52527,SUCLG2P4
52528,RP3-449O17.1
52529,SUCLG2P2
52530,AC115099.1
52531,RNU7-103P
52532,CH17-212P11.6
52533,NTPCR
52534,DLEU2
52535,AC005301.8
52536,RFC5P1
52537,CSTF2T
52538,RP11-243J16.8
52539,RN7SL93P
52540,RPL13AP17
52541,AC004541.1
52542,TAS1R1
52543,TAS1R3
52544,TAS1R2
52545,RNU1-131P
52546,RP13-126P21.2
52547,AC006480.1
52548,ZNF736P10Y
52549,AC004984.1
52550,MIR7-3HG
52551,RP11-460N11.2
52552,FAM73A
52553,FAM73B
52554,RP13-221M14.2
52555,RP11-241F15.6
52556,RP13-221M14.4
52557,RP11-265N6.2
52558,HSBP1
52559,AF228730.13
52560,GTF2E1
52561,GTF2E2
52562,ST20-MTHFS
52563,RNU6-260P
52564,AC008798.1
52565,RP3-393K13.1
52566,RP11-56P9.11
52567,RP11-63A11.1
52568,PABPC1L2B
52569,PABPC1L2A
52570,PLEK2
52571,AL445531.1
52572,AC007322.3
52573,AC007322.1
52574,AC007322.7
52575,AC007322.5
52576,TCTE3
52577,AC018755.18
52578,TCTE1
52579,RP11-266K22.2
52580,RP11-107F6.3
52581,AC000123.2
52582,AC000123.3
52583,RNU6-355P
52584,RP11-169K16.4
52585,AC064846.1
52586,MIR3194
52587,MIR3195
52588,RP11-169K16.8
52589,RP1-203P18.1
52590,AC073150.6
52591,MIR3193
52592,RP11-26M5.2
52593,RP11-26M5.3
52594,RP11-160K17.1
52595,PIGFP2
52596,RP11-9H20.2
52597,RPS26P15
52598,RPS26P11
52599,RPS26P13
52600,RP4-669L17.10
52601,EIF4EBP1P1
52602,AC097532.2
52603,RP11-486A14.2
52604,RP11-631M6.3
52605,RP11-299J3.8
52606,RP11-438J1.1
52607,RP5-893G23.1
52608,RP11-335K5.3
52609,RP11-113A11.3
52610,RP11-113A11.1
52611,RNU6-896P
52612,AL360157.1
52613,SNORA5C
52614,SNORA5B
52615,RP11-20G6.1
52616,RP11-20G6.3
52617,RP11-20G6.2
52618,RN7SL800P
52619,SLC2A1-AS1
52620,RP11-295M3.2
52621,FRK
52622,RP11-730K11.1
52623,AL132709.5
52624,RP11-1250I15.3
52625,SNORA58
52626,AL132709.4
52627,SNORA51
52628,SNORA50
52629,SNORA53
52630,SNORA52
52631,SNORA55
52632,SNORA54
52633,SNORA57
52634,SNORA56
52635,MIR3134
52636,CH17-118O6.3
52637,RNU6-277P
52638,RPS16P9
52639,CH17-118O6.4
52640,CTB-32P11.1
52641,RP11-704M14.1
52642,CTD-2083E4.5
52643,CTD-2083E4.6
52644,CTD-2083E4.7
52645,RP11-47I22.1
52646,OXLD1
52647,RP11-47I22.4
52648,RNU6-1091P
52649,MSH2
52650,MSH3
52651,MSH4
52652,MSH5
52653,MSH6
52654,RP11-209E8.1
52655,TMEM169
52656,MYOCD
52657,MUC3A
52658,RP11-453E17.3
52659,RNU6-1324P
52660,BNIP3P9
52661,BNIP3P8
52662,BNIP3P5
52663,BNIP3P4
52664,ASMTL-AS1
52665,BNIP3P6
52666,BNIP3P1
52667,BNIP3P3
52668,BNIP3P2
52669,RP11-393J16.4
52670,AC004069.2
52671,AC004069.1
52672,AL109653.1
52673,RN7SL378P
52674,RP11-138A9.2
52675,RP11-138A9.1
52676,PACSIN1
52677,PACSIN3
52678,PACSIN2
52679,RP11-140M13.1
52680,COPA
52681,RP11-300D11.3
52682,COPE
52683,AC095030.1
52684,CTD-2560E9.3
52685,RP11-12K22.1
52686,CTD-3028N15.3
52687,SALRNA3
52688,RP3-384D21.2
52689,CTD-2363C16.1
52690,HIST2H2AB
52691,HIST2H2AC
52692,PM20D2
52693,TOE1
52694,RP11-434I12.4
52695,OR10AG1
52696,SHC4
52697,AC087163.2
52698,AC005741.2
52699,RP11-427P5.3
52700,OR52M1
52701,GPR135
52702,GPR137
52703,RP11-357H3.1
52704,GPR132
52705,GPR139
52706,RP11-23B5.2
52707,IGKV5-2
52708,MFRP
52709,ATF7IP
52710,FAM95B1
52711,AP000251.3
52712,CICP27
52713,RP11-681L4.1
52714,AC217773.1
52715,RP11-23I7.1
52716,SEMA3B-AS1
52717,CTB-164N12.1
52718,CICP20
52719,RP1-102K2.9
52720,RP1-102K2.8
52721,RP11-15K2.2
52722,CICP23
52723,RP5-1172A22.1
52724,RP11-615I2.3
52725,RP1-102K2.6
52726,RP11-185E8.2
52727,RP11-475B2.1
52728,RNU6-937P
52729,RP11-185E8.1
52730,HAL
52731,PWRN4
52732,AC004853.1
52733,RP5-1027G4.3
52734,KIAA1551
52735,MYL12BP2
52736,MYL12BP1
52737,MCMDC2
52738,RP11-647O20.1
52739,AC011998.4
52740,LRRC70
52741,LRRC71
52742,LRRC72
52743,LRRC73
52744,RP11-44I10.3
52745,METTL21AP1
52746,RN7SL420P
52747,RN7SL325P
52748,ZAR1L
52749,RAI14
52750,KB-1460A1.1
52751,DENND6A-AS1
52752,CHURC1-FNTB
52753,RP11-46I8.4
52754,RNU4-85P
52755,RP11-46I8.1
52756,RP11-46I8.3
52757,RP11-419N10.5
52758,AC005391.2
52759,RP11-367N14.3
52760,RNU6-813P
52761,RP11-622C24.1
52762,RP11-622C24.2
52763,RP11-537H15.3
52764,RP11-537H15.4
52765,DBIL5P2
52766,LINC01532
52767,LINC01533
52768,LINC01531
52769,LINC01537
52770,AC006548.19
52771,RP11-361A21.1
52772,LARGE-IT1
52773,LINC01538
52774,LINC01539
52775,TRIM31-AS1
52776,AC108933.1
52777,RP11-288C18.1
52778,PNPLA3
52779,PNPLA2
52780,PNPLA1
52781,RP11-361A21.3
52782,PNPLA7
52783,PNPLA6
52784,PNPLA5
52785,PNPLA4
52786,AP000478.1
52787,PNPLA8
52788,AC003658.1
52789,FAM86EP
52790,PINLYP
52791,RNF144A
52792,AL050327.1
52793,RNU6-1179P
52794,SFPQ
52795,RP4-712E4.1
52796,RP5-1185I7.1
52797,RP4-724P12.2
52798,RP4-724P12.1
52799,RP5-1039K5.13
52800,RP11-64D24.4
52801,AF003529.2
52802,RP11-64D24.2
52803,RP11-347L18.1
52804,RP11-35N6.6
52805,RP11-35N6.1
52806,HMGN2P46
52807,HMGN2P47
52808,HMGN2P40
52809,RNU6-1026P
52810,RP11-847H18.2
52811,RP11-847H18.3
52812,RP11-424M21.1
52813,CTD-2171N6.1
52814,OR56A7P
52815,CTD-2288O8.1
52816,RP4-758J24.6
52817,RNU6-1223P
52818,THSD7B
52819,PHTF2
52820,PHTF1
52821,THSD7A
52822,RP11-239E10.2
52823,RP11-239E10.3
52824,SAPCD1-AS1
52825,MEOX2-AS1
52826,RP11-632K21.3
52827,AL121987.1
52828,RP11-632K21.7
52829,RP11-632K21.6
52830,GPR88
52831,WBP1L
52832,FLT1P1
52833,VCPIP1
52834,PDCD4-AS1
52835,L29074.3
52836,GPR82
52837,GPR83
52838,GPR84
52839,GPR85
52840,GPR87
52841,FOXP4-AS1
52842,RP11-552M11.8
52843,WBP11
52844,MIR662
52845,ZC3HAV1L
52846,MIR661
52847,NBPF17P
52848,RP11-74C3.1
52849,TARDBP
52850,PRKRIP1
52851,LINC00379
52852,BTF3P12
52853,CTAGE12P
52854,RP1-80N2.2
52855,RP1-80N2.3
52856,RP11-254A24.2
52857,BTF3P15
52858,LINC00371
52859,LINC00370
52860,LINC00377
52861,AC008069.2
52862,AC008069.1
52863,LINC00374
52864,RNU1-87P
52865,PALLD
52866,RP11-6D1.3
52867,RNU6-1113P
52868,ZNF886P
52869,ALOX12P2
52870,RP11-314C16.1
52871,RP11-605F22.2
52872,RP11-665C16.6
52873,RP11-665C16.5
52874,RP11-546B8.1
52875,RP11-332K15.1
52876,RP11-546B8.3
52877,HOXC13-AS
52878,RP11-546B8.5
52879,RP11-546B8.6
52880,RP11-734K21.5
52881,RP11-738B7.1
52882,RBMS1
52883,RBMS3
52884,RBMS2
52885,NOXA1
52886,AC066614.1
52887,DAD1
52888,RP11-254G11.1
52889,RP11-206P5.1
52890,GDF9
52891,MIR3692
52892,GDF3
52893,GDF2
52894,GDF1
52895,RP11-460E7.8
52896,GDF7
52897,GDF6
52898,GDF5
52899,RSL24D1P9
52900,RSL24D1P8
52901,NPIPB3
52902,TRY2P
52903,NPIPB4
52904,NPIPB7
52905,NPIPB6
52906,NPIPB9
52907,NPIPB8
52908,RSL24D1P3
52909,RSL24D1P2
52910,RSL24D1P5
52911,RSL24D1P4
52912,RSL24D1P6
52913,RP11-17A19.2
52914,RP11-542C16.1
52915,RP11-64J4.7
52916,RP11-64J4.2
52917,RP11-33M22.2
52918,RP11-408I18.9
52919,CTD-2026A21.1
52920,LIMS1-AS1
52921,RN7SL132P
52922,RNU6-140P
52923,RP11-150C16.1
52924,RP11-421N8.1
52925,RP11-421N8.2
52926,C3orf20
52927,C3orf22
52928,UBTFL6
52929,UBTFL1
52930,WNT9B
52931,UBTFL3
52932,UBTFL2
52933,UBTFL9
52934,UBTFL8
52935,AC100800.2
52936,RP11-379H8.1
52937,AC008073.7
52938,SCARNA6
52939,ALG1L13P
52940,MIR4642
52941,RP11-345E19.2
52942,MIR513A2
52943,AC021218.2
52944,MIR513A1
52945,RP11-347C12.1
52946,ABCA11P
52947,RP11-347C12.3
52948,LGSN
52949,CCDC102A
52950,CCDC102B
52951,RP11-126D17.1
52952,RP11-347C12.9
52953,AC093084.1
52954,CYP3A7-CYP3A51P
52955,CNTRL
52956,COX8C
52957,KB-1042C11.1
52958,COX8A
52959,RP11-379I19.3
52960,RP11-390F4.6
52961,LA16c-60D12.2
52962,RP11-60H5.1
52963,AL162151.3
52964,RP11-865I6.2
52965,CTD-2015H3.2
52966,AL162151.4
52967,RP11-464D20.6
52968,AC079054.1
52969,LSG1
52970,FASLG
52971,RP11-596C23.2
52972,RP11-33N16.3
52973,NEGR1-IT1
52974,HNRNPLL
52975,AP000770.2
52976,RP11-9B6.1
52977,RP1-153G14.4
52978,RP11-114M5.1
52979,RP11-114M5.3
52980,RP11-468E2.1
52981,C9orf171
52982,C9orf170
52983,C9orf173
52984,RP11-114H20.1
52985,SCARNA3
52986,C1orf43
52987,BRMS1
52988,IGKV7-3
52989,RP11-18B16.1
52990,RP11-232C2.3
52991,FOXK2
52992,FOXK1
52993,DPY19L1
52994,TIMM9P3
52995,PABPN1
52996,ANKRD36BP1
52997,TIMM9P2
52998,CTA-407F11.8
52999,TMEM119
53000,IGFLR1
53001,RP11-72I2.1
53002,RN7SL604P
53003,TMEM110
53004,PIM2
53005,TMEM114
53006,TMEM115
53007,TMEM116
53008,TMEM117
53009,RP11-232C2.2
53010,CTD-2566J3.1
53011,AC104794.4
53012,RNU5E-10P
53013,SLC35A4
53014,RNU6-587P
53015,CSPG4P12
53016,RP11-749I16.3
53017,SLC35A1
53018,SLC35A2
53019,SLC35A3
53020,RP11-462L8.1
53021,RP11-89H19.1
53022,RP11-89H19.2
53023,RP11-462L8.2
53024,MPDZ
53025,RP11-232C2.1
53026,RP1-99E18.2
53027,RNA5SP509
53028,RNA5SP508
53029,POLRMTP1
53030,RNA5SP505
53031,ASIC4
53032,RNA5SP507
53033,RNA5SP506
53034,ASIC1
53035,RNA5SP500
53036,ASIC3
53037,RNA5SP502
53038,ABCB11
53039,ABCB10
53040,UGT2A3P7
53041,RP11-21I4.4
53042,MMD2
53043,MIR545
53044,L34079.4
53045,RP11-540O11.1
53046,PMP22
53047,RP11-540O11.4
53048,RP11-540O11.6
53049,RP11-540O11.7
53050,RP11-540O11.8
53051,RBPMS
53052,MIR542
53053,XXyac-YR29IB3.1
53054,TOX4
53055,TOX3
53056,TOX2
53057,STON1
53058,BEST3
53059,BEST2
53060,BEST1
53061,BAIAP2-AS1
53062,BEST4
53063,RP11-486P11.1
53064,LA16c-313D11.9
53065,RP11-467I20.3
53066,AP000708.1
53067,MIR4783
53068,CSPG4P11
53069,PXDC1
53070,RP11-432I13.6
53071,RP11-432I13.5
53072,FYTTD1
53073,RP11-405M12.4
53074,AL360176.1
53075,KIAA1614
53076,RP11-625B21.1
53077,TNPO2
53078,TNPO3
53079,TNPO1
53080,RP11-182N22.7
53081,RP11-406A9.2
53082,RP11-212P7.1
53083,RP11-212P7.3
53084,SPA17
53085,AC004603.4
53086,CLUHP2
53087,CLUHP3
53088,CLUHP4
53089,CLUHP5
53090,CLUHP6
53091,RP11-182N22.8
53092,CTD-2061E9.1
53093,AC079807.3
53094,LINC00112
53095,RP3-474G15.1
53096,RP11-1B20.1
53097,SP3P
53098,CTB-73N10.1
53099,AC006088.1
53100,FBXO3-AS1
53101,PDZRN3-AS1
53102,METTL8
53103,METTL9
53104,CTC-303L1.2
53105,CTC-303L1.1
53106,COLCA1
53107,COLCA2
53108,METTL3
53109,METTL4
53110,METTL5
53111,METTL6
53112,FDX1L
53113,AC092057.1
53114,RP11-464F9.1
53115,RP4-639F20.1
53116,GLULP3
53117,GLULP4
53118,GLULP5
53119,GLULP6
53120,RP11-699A5.2
53121,MIR3649
53122,SLC5A4P1
53123,CTD-2027G2.1
53124,CFAP52
53125,AC079354.1
53126,RP4-595K12.2
53127,SLC18B1
53128,HCFC2
53129,HCFC1
53130,SLC25A30-AS1
53131,RP11-972P1.7
53132,AC005932.1
53133,RP11-365F18.3
53134,RP11-365F18.1
53135,RP11-365F18.6
53136,SNORD116-19
53137,SNORD116-18
53138,RP11-325E5.4
53139,RP11-116G8.5
53140,RNU6-483P
53141,SNORD116-11
53142,ROPN1
53143,SNORD116-13
53144,ASZ1
53145,SNORD116-15
53146,SNORD116-14
53147,SNORD116-17
53148,SNORD116-16
53149,FOXD4L4
53150,FOXD4L5
53151,FOXD4L6
53152,RNU1-68P
53153,FOXD4L1
53154,FOXD4L3
53155,RP11-539D10.2
53156,MOV10L1
53157,STON1-GTF2A1L
53158,FAM63A
53159,PCSK1N
53160,FAM63B
53161,RP11-49G10.3
53162,C8orf76
53163,C8orf74
53164,RP5-901A4.1
53165,RP13-348B13.2
53166,RP5-901A4.4
53167,RP5-901A4.5
53168,PDPK1
53169,RP11-47P18.2
53170,RP11-185J20.1
53171,AL928970.1
53172,RP11-248J23.7
53173,RP11-248J23.6
53174,RP11-248J23.5
53175,RP4-676J13.2
53176,NPM1P4
53177,HNRNPH3P1
53178,GOLGA6L17P
53179,RP11-476F14.1
53180,RP1-283E3.4
53181,WARSP1
53182,AC007389.2
53183,RP1-283E3.8
53184,RP11-60A14.1
53185,RP11-125N22.3
53186,RP11-125N22.1
53187,RP11-125N22.4
53188,RP11-1029J19.2
53189,RPF1
53190,RPF2
53191,BACE1-AS
53192,AL593844.1
53193,RP11-240D10.4
53194,RP11-423G4.8
53195,RP11-102M11.1
53196,ZNF688
53197,ZNF689
53198,ZNF682
53199,RNU6-756P
53200,ZNF680
53201,ZNF681
53202,ZNF687
53203,ZNF684
53204,AP5M1
53205,PCDHGC3
53206,PCDHGC4
53207,PCDHGC5
53208,RP11-344G13.1
53209,RP11-1082L8.4
53210,CTC-550B14.1
53211,CTD-2651C21.3
53212,RP11-301M17.2
53213,RP11-319E16.1
53214,CTC-550B14.6
53215,CTC-550B14.7
53216,FKBP4
53217,RP11-380J14.1
53218,CTD-2576F9.1
53219,IGBP1P4
53220,CTD-2576F9.2
53221,MIR1302-2
53222,AC092798.2
53223,POP1
53224,MIR1302-3
53225,TUBB8P8
53226,TUBB8P9
53227,POP5
53228,AC004837.3
53229,JTBP1
53230,ACE2
53231,TUBB8P6
53232,TUBB8P7
53233,TUBB8P1
53234,TUBB8P2
53235,AC130462.1
53236,OR2L13
53237,MIR1302-6
53238,OR7E162P
53239,LINC00709
53240,RNU7-182P
53241,MYO18A
53242,RP1-122K4.3
53243,PRG4
53244,PRG3
53245,PRG2
53246,RP11-757H14.2
53247,MIR1302-9
53248,RP11-138E9.2
53249,RP11-388P9.3
53250,LINC00702
53251,RP11-15I11.2
53252,TIMM23B
53253,LINC00703
53254,AC105443.2
53255,RP11-319E16.2
53256,METTL8P1
53257,CTD-2339M3.1
53258,RP11-158K1.3
53259,AP002364.1
53260,RP11-96G10.1
53261,FAM133B
53262,FAM133A
53263,NCAPD2
53264,NCAPD3
53265,AL096855.1
53266,AC064875.2
53267,RP4-614O4.11
53268,OR2L1P
53269,RP5-971N18.3
53270,RP11-558O12.1
53271,AC002314.4
53272,RNU6-1257P
53273,ZNF350
53274,SNORD59A
53275,ZNF358
53276,AC098870.1
53277,SOAT2
53278,WDR93
53279,SOAT1
53280,SRGAP1
53281,RP11-424I19.2
53282,SRGAP3
53283,SRGAP2
53284,RPL31P33
53285,DLK1
53286,RPL31P35
53287,DLK2
53288,AC004812.1
53289,RNU7-120P
53290,CTC-454I21.4
53291,STK33P1
53292,RNU6-345P
53293,RP11-115D19.3
53294,RP11-115D7.3
53295,SMC3
53296,SMC2
53297,SMC5
53298,PYROXD2
53299,PYROXD1
53300,SMC6
53301,RP11-228M15.1
53302,YME1L1P1
53303,AC104066.1
53304,STYX
53305,WBSCR16
53306,SMCP
53307,RNU6-833P
53308,RP11-544D21.2
53309,LTB
53310,LTA
53311,GRIPAP1
53312,TINAG
53313,LTF
53314,CEP164P1
53315,AC009406.2
53316,LTK
53317,LAP3P1
53318,LAP3P2
53319,SNRPBP1
53320,RP11-84C13.2
53321,LTV1
53322,IFNA17
53323,RP5-951N9.1
53324,RP11-231G3.1
53325,RP4-705F19.1
53326,RP11-642E20.2
53327,RP11-642E20.5
53328,RP11-67L2.2
53329,RP11-322A17.1
53330,RP11-406H23.5
53331,RP11-543D5.2
53332,RP4-673D20.4
53333,RP11-543D5.1
53334,RP11-325E5.1
53335,ARL8B
53336,BSNDP3
53337,ARL8A
53338,AL590822.1
53339,BSNDP4
53340,MIR301A
53341,C1orf68
53342,MIR301B
53343,TTC7B
53344,TTC7A
53345,ARPC3P5
53346,C1orf61
53347,GYG1
53348,C1orf64
53349,GYG2
53350,RP11-327P2.5
53351,TWIST1
53352,LINC00174
53353,LINC00176
53354,RP11-457D20.2
53355,KNOP1P1
53356,LINC00173
53357,KNOP1P3
53358,HNF1B
53359,CASC22
53360,HNF1A
53361,MPRIP-AS1
53362,AC090696.2
53363,AC107977.2
53364,RP11-295M3.4
53365,RP4-785G19.5
53366,NEFMP1
53367,PDIK1L
53368,RP11-43D4.3
53369,RP11-136K7.1
53370,RNA5SP422
53371,CTB-83J4.2
53372,CTB-83J4.1
53373,GPR50-AS1
53374,AC096967.1
53375,DYNAP
53376,RNU6-415P
53377,AC003088.1
53378,RP11-75C10.9
53379,RAB5CP1
53380,RAB5CP2
53381,ANKRD13D
53382,RP11-157D18.2
53383,PTK2B
53384,HMGN3-AS1
53385,RP13-444K19.1
53386,UBBP1
53387,UBBP2
53388,UBBP3
53389,UBBP4
53390,UBBP5
53391,KIAA1468
53392,GSTA10P
53393,IGKV1-35
53394,MKLN1
53395,KHSRPP1
53396,MIR3661
53397,RP11-531A21.4
53398,RP11-531A21.3
53399,RP11-531A21.2
53400,RP11-565N2.2
53401,RP11-565N2.1
53402,RN7SL756P
53403,PROM2
53404,PROM1
53405,RP11-685B14.1
53406,AC091878.1
53407,LINC00824
53408,RP11-758P17.2
53409,RP11-758P17.3
53410,MIR6859-4
53411,RP11-331D5.2
53412,SLC41A1
53413,SLC41A3
53414,SLC41A2
53415,MIR6799
53416,MIR6798
53417,RP11-256L6.2
53418,RP11-256L6.3
53419,MIR6795
53420,MIR6794
53421,MIR6797
53422,MIR6796
53423,RNA5SP423
53424,CSF1
53425,CSF2
53426,CSF3
53427,CCNG1P1
53428,RP11-690D19.4
53429,AC017002.2
53430,DSTNP5
53431,RNU6-241P
53432,AC017002.1
53433,AC145110.1
53434,RP11-526K21.2
53435,CTD-2547L24.4
53436,CTD-2547L24.3
53437,RP11-35G9.5
53438,CNTN2
53439,CNTN3
53440,CNTN1
53441,CNTN6
53442,CNTN4
53443,CNTN5
53444,OR8A2P
53445,MIR5010
53446,TPRKBP2
53447,RP11-473M20.9
53448,TPRKBP1
53449,AC108211.1
53450,MIR130B
53451,MIR130A
53452,AL160011.1
53453,CDC42BPG
53454,CDC42BPA
53455,CDC42BPB
53456,TXNRD2
53457,TXNRD3
